"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL197077";"";"0";"400.45";"1";"-0.43";"6b";"NC1=NONC1N1N=NC(C(=O)N/N=C/c2ccncc2)C1CN1CCCCC1";"IC50";"'='";"96000.0";"nM";"4.02";"";"";"UO_0000065";"10.03";"0.19";"4.45";"2.77";"False";"CHEMBL860303";"Inhibitory activity against CDK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141936";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL280224";"";"0";"242.23";"0";"2.42";"7";"COc1ccc2[nH]c3c(C(=O)O)nccc3c2c1";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL666137";"Percentage inhibition against cyclin dependent kinase 2 (CDK 2) at a concentration of 50 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135277";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL14156";"";"0";"240.26";"0";"2.43";"43";"COC(=O)Cc1nccc2c1[nH]c1ccccc12";"Inhibition";"'='";"11.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL666137";"Percentage inhibition against cyclin dependent kinase 2 (CDK 2) at a concentration of 50 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135277";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL1964255";"";"0";"414.47";"0";"1.87";"96";"N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1";"IC50";"'='";"3.3";"nM";"8.48";"";"";"UO_0000065";"20.46";"0.41";"6.61";"5.65";"False";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL1964249";"";"0";"576.70";"1";"3.02";"89";"COCCOCCOCCOCCN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"15.61";"0.32";"5.98";"7.01";"False";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL515631";"";"0";"409.49";"0";"3.27";"100c";"CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(C(C)(C)C)cc32)cc1O";"IC50";"'='";"960.0";"nM";"6.02";"";"";"UO_0000065";"14.70";"0.27";"2.75";"5.98";"False";"CHEMBL981028";"Inhibition of CDK2/Cyclin E assessed as inhibition of retinoblastoma susceptibility gene product phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153424";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL340259";"INDOLYLYLMALEIMIDE 2";"0";"485.54";"0";"3.23";"11";"O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCOCCOCCOCCn1cc2c2ccccc21";"IC50";"'='";"992.0";"nM";"6.00";"";"";"UO_0000065";"12.36";"0.23";"2.77";"7.17";"False";"CHEMBL662526";"Inhibition of Cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145082";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL1081853";"";"0";"450.51";"0";"4.71";"38";"N[C@H](CNc1ncc(-c2ccc3[nH]c(=O)sc3c2)s1)Cc1ccc(C(F)(F)F)cc1";"IC50";"'='";"285.0";"nM";"6.54";"";"";"UO_0000065";"14.53";"0.30";"1.84";"7.81";"False";"CHEMBL1102923";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154944";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL482679";"";"0";"349.39";"0";"2.25";"5b";"O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(N2CCOCC2)cc1";"IC50";"'>'";"29000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL964737";"Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150411";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308860";""
"CHEMBL260864";"";"0";"427.50";"0";"4.66";"23b";"O=C1NC(=O)c2ccc(-c3ccoc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL964737";"Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150411";"1";"Scientific Literature";"J. Med. Chem.";"2008";"CHEMBL3308860";""
"CHEMBL551481";"";"0";"558.27";"3";"-1.01";"2";"C#CCCNP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1056635";"Effect on wild type recombinant CDK2/cyclin E1 assessed as p27kip1 phosphorylation after 1 hr by immunoblot analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153613";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL595546";"";"0";"778.87";"1";"2.38";"1a";"CO[C@@H]1[C@H](N(C)C(=O)CCC(=O)NCCC(=O)NCCC(=O)NCCC(N)=O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"Selectivity ratio";"'='";"50.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL1048619";"Ratio of compound to staurosporine binding affinity to human CDK2 in presence of DTT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152541";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";"None";""
"CHEMBL1909407";"";"0";"374.85";"0";"2.65";"SB-220025-R";"Cl.Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1";"Inhibition";"'='";"-0.76";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962023";"GSK_PKIS: CDK2/cyclinE mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909408";"GSK-200398A";"0";"616.15";"1";"4.38";"GSK200398A";"Cl.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1";"Inhibition";"'='";"2.34";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962023";"GSK_PKIS: CDK2/cyclinE mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL205050";"";"0";"373.42";"0";"4.06";"38";"COc1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1";"PI";"'>'";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL864977";"Inhibition of CDK2 at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL205901";"";"0";"461.45";"1";"6.23";"8";"FC(F)(F)c1cccc(Nc2nnc(-c3cc4ccccc4nc3CCc3ccncc3)o2)c1";"PI";"'>'";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL864977";"Inhibition of CDK2 at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL205421";"";"0";"411.39";"1";"5.07";"7";"FC(F)(F)c1cccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)c1";"PI";"'>'";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL864977";"Inhibition of CDK2 at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL1880739";"GW305074X";"0";"520.95";"2";"5.01";"SID124349892";"O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1";"Inhibition";"'='";"3.35";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962023";"GSK_PKIS: CDK2/cyclinE mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1163518";"";"0";"514.98";"2";"6.48";"5k";"O=C(c1ccc(-c2cnc3c(c2)N(Cc2cc(Cl)ccc2C(F)(F)F)CCN3)cc1)N1CCCCC1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1168820";"Inhibition of CDK2 at 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1165965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL276792";"";"0";"200.22";"0";"3.16";"46";"Cc1nccc2c1[nH]c1cccc(F)c12";"Inhibition";"'='";"55.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL666137";"Percentage inhibition against cyclin dependent kinase 2 (CDK 2) at a concentration of 50 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135277";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None";""
"CHEMBL408210";"";"0";"387.42";"0";"1.92";"37";"CCOC(=O)c1cccc2c1/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2";"IC50";"'='";"8.9";"nM";"8.05";"";"";"UO_0000065";"20.78";"0.41";"6.13";"6.31";"True";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL412091";"";"0";"396.41";"0";"0.35";"51";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(=O)(=O)O)cc32)cc1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"19.74";"0.41";"7.47";"4.66";"True";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL1964247";"";"0";"400.49";"0";"2.95";"84";"CN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1";"IC50";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"20.82";"0.42";"5.39";"9.12";"True";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL1964251";"";"0";"466.55";"0";"2.95";"86";"O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)NCCc2c[nH]cn2)cc1";"IC50";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"18.10";"0.36";"5.49";"6.55";"False";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL269850";"";"0";"315.35";"0";"1.74";"18";"NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"19.54";"0.38";"4.42";"6.08";"True";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL1276446";"";"0";"449.52";"0";"3.90";"91";"O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1";"IC50";"'='";"9.7";"nM";"8.01";"";"";"UO_0000065";"17.83";"0.35";"4.11";"7.09";"True";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL272667";"";"0";"375.37";"0";"1.32";"75";"Cc1c([N+](=O)[O-])ccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2";"IC50";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"22.21";"0.44";"7.02";"5.32";"True";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL281957";"";"0";"484.43";"1";"6.54";"43";"CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL662523";"Inhibition of Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136753";"1";"Scientific Literature";"J. Med. Chem.";"2003";"None";""
"CHEMBL260103";"";"0";"346.37";"0";"1.11";"45";"COc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"22.87";"0.45";"6.81";"6.45";"True";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL405042";"GW335962X";"0";"329.38";"0";"2.13";"19";"C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21";"IC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"19.56";"0.38";"4.31";"6.36";"True";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL271842";"";"0";"331.36";"0";"0.68";"47";"Nc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2";"IC50";"'='";"74.0";"nM";"7.13";"";"";"UO_0000065";"21.52";"0.42";"6.45";"5.11";"True";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL521479";"";"0";"402.50";"0";"3.29";"CER-0264064";"CN(CCc1ccccn1)C(=O)[C@@H]1CCCN1c1nccc(Nc2ccccc2)n1";"Inhibition";"'='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL953380";"Inhibition of CDK2 at 10 uM by HTRF assay relative to control";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150387";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL269881";"";"0";"247.30";"0";"1.89";"NU2058";"Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1";"Ki";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"19.90";"0.37";"3.03";"5.49";"False";"CHEMBL874858";"Inhibition of Cyclin-dependent kinase 2 enzyme from starfish oocytes";"B";"BAO_0000219";"cell-based format";"Marthasterias glacialis";"None";"None";"Oocyte";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133452";"1";"Scientific Literature";"J. Med. Chem.";"2000";"CHEMBL3833641";""
"CHEMBL509101";"";"0";"458.42";"1";"5.04";"2";"O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1003894";"Inhibition of CDK2/cyclin E";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157356";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL1882194";"GW780056X";"0";"373.46";"0";"3.77";"GW780056X";"CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1";"Inhibition";"'='";"70.08";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962023";"GSK_PKIS: CDK2/cyclinE mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909383";"GW784307A";"0";"494.99";"0";"2.56";"GW784307A";"COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)NCCN(C)C)cc4)ncnc32)c1.Cl";"Inhibition";"'='";"36.14";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962020";"GSK_PKIS: CDK2/cyclinA mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL493326";"GSK-317314A";"0";"427.91";"0";"4.99";"GSK317314A";"COc1ccc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2c1";"Inhibition";"'='";"-2.63";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962020";"GSK_PKIS: CDK2/cyclinA mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909402";"GW568326X";"0";"373.31";"0";"4.20";"GW568326X";"Nc1nccc(-c2c(-c3ccc(F)cc3)nn3cc(C(F)(F)F)ccc23)n1";"Inhibition";"'='";"-2.27";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962021";"GSK_PKIS: CDK2/cyclinA mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL103080";"";"0";"370.43";"0";"2.95";"SB-742864";"CS(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1";"Inhibition";"'='";"1.31";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962022";"GSK_PKIS: CDK2/cyclinE mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1794070";"GSK-579289A";"0";"511.05";"2";"5.45";"GSK579289A";"C[C@@H](Oc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1Cl";"Inhibition";"'='";"-0.63";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962022";"GSK_PKIS: CDK2/cyclinE mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL188673";"";"0";"407.38";"0";"3.67";"10";"COc1ccccc1C(=O)c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1";"IC50";"'='";"603.0";"nM";"6.22";"";"";"UO_0000065";"15.27";"0.28";"2.55";"7.17";"False";"CHEMBL832429";"Inhibitory activity against Cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138729";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL185099";"";"0";"361.22";"0";"4.73";"8l";"Cc1[nH]c(Br)c(C)c1-c1ccnc(Nc2ccc(F)cc2)n1";"Ki";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"18.18";"0.41";"1.84";"12.25";"False";"CHEMBL828229";"Inhibition of Cyclin dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137157";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL188434";"";"0";"342.41";"0";"0.92";"26, SB-747651A";"CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL828493";"Inhibitory concentration against selected kinase CDK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139578";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
